Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S,Survived
0.0,0.3693371034166307,0.0,0.0,0.0595320352617028,1.0,0.0,1.0,0.0
1.0,0.3340035184719778,0.0,0.3333333333333333,0.0217307543665283,0.0,0.0,1.0,1.0
0.5,0.3693371034166307,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.107816034179442,0.5,0.3333333333333333,0.0610447345183526,0.0,0.0,1.0,0.0
0.0,0.5978889168132697,0.125,0.0,0.0772940523397846,0.0,0.0,0.0,1.0
0.5,0.2586076903744659,0.125,0.0,0.0224465050986748,1.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0151269925664982,1.0,1.0,0.0,0.0
1.0,0.2334757476752953,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,1.0
1.0,0.2586076903744659,0.0,0.0,0.014151057562208,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0154115752137492,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.015102594191391,1.0,1.0,0.0,0.0
0.0,0.5224930887157577,0.125,0.0,0.1025789668049371,1.0,0.0,1.0,1.0
0.5,0.2837396330736366,0.0,0.0,0.0293674457750992,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.1666666666666666,0.0166234913020768,1.0,0.0,0.0,1.0
1.0,0.3693371034166307,0.375,0.1666666666666666,0.049707687947515,0.0,0.0,1.0,0.0
0.5,0.3465694898215631,0.0,0.0,0.0253743101115454,0.0,0.0,1.0,1.0
0.0,0.3693371034166307,0.0,0.0,0.0579705392548384,1.0,0.0,0.0,1.0
1.0,0.3465694898215631,0.0,0.0,0.0439658719432739,1.0,0.0,1.0,0.0
1.0,0.1957778336265393,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.4470972606182458,0.0,0.0,0.0154115752137492,1.0,0.0,1.0,1.0
1.0,0.1957778336265393,0.125,0.1666666666666666,0.0395253676737535,1.0,0.0,1.0,0.0
1.0,0.1769288766021613,0.125,0.0,0.0282127194780231,0.0,0.0,0.0,0.0
0.0,0.5601910027645137,0.0,0.0,0.0518221487278101,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0147366185647821,0.0,0.0,1.0,0.0
0.5,0.3465694898215631,0.0,0.0,0.0246911556085423,0.0,0.0,1.0,1.0
1.0,0.5601910027645137,0.0,0.0,0.0151269925664982,0.0,0.0,1.0,0.0
0.5,0.3842674038703191,0.0,0.0,0.0204946350900944,1.0,0.0,1.0,0.0
1.0,0.2334757476752953,0.125,0.0,0.0153303774213923,0.0,0.0,1.0,1.0
1.0,0.1329479768786127,0.0,0.0,0.0366707577862046,1.0,0.0,0.0,0.0
1.0,0.4345312892686604,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.3465694898215631,0.0,0.0,0.1102724576307577,1.0,0.0,1.0,0.0
1.0,0.2963056044232219,0.0,0.0,0.0154115752137492,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.375,0.1666666666666666,0.049707687947515,1.0,0.0,1.0,0.0
0.5,0.4031163608946971,0.125,0.0,0.0586942926540201,1.0,0.0,0.0,0.0
1.0,0.5350590600653431,0.125,1.0,0.0915427034024217,0.0,0.0,1.0,0.0
0.5,0.3717014325207338,0.0,0.0,0.0241055946059681,0.0,1.0,0.0,0.0
0.5,0.3465694898215631,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.125,0.0,0.0282207221450582,0.0,0.0,0.0,0.0
0.0,0.4345312892686604,0.125,0.0,0.1036442974556203,0.0,0.0,1.0,1.0
1.0,0.0198542347323448,0.5,0.1666666666666666,0.0774648409655354,1.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
0.0,0.497361146016587,0.125,0.1666666666666666,0.2625265161540666,0.0,0.0,0.0,1.0
0.0,0.5727569741140991,0.0,0.0,0.1545881046795693,1.0,0.0,0.0,0.0
0.0,0.7486805730082936,0.125,0.1666666666666666,0.1545881046795693,1.0,0.0,0.0,1.0
1.0,0.107816034179442,0.375,0.3333333333333333,0.0544571732393937,0.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.375,0.1666666666666666,0.049707687947515,0.0,0.0,1.0,0.0
1.0,0.5224930887157577,0.0,0.0,0.0149318055656402,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.125,0.1666666666666666,0.0297578197768153,1.0,0.0,0.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0141022608119935,0.0,0.0,0.0,0.0
0.0,0.3842674038703191,0.125,0.0,0.1112565904890839,1.0,0.0,1.0,1.0
0.0,0.723548630309123,0.0,0.0,0.0579705392548384,1.0,0.0,0.0,1.0
0.5,0.2334757476752953,0.0,0.0,0.0204946350900944,1.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0157125535690723,0.0,0.0,1.0,0.0
0.0,0.3693371034166307,0.0,0.0,0.0518221487278101,1.0,0.0,1.0,0.0
0.0,0.4345312892686604,0.0,0.0,0.2647385704347907,0.0,0.0,1.0,1.0
0.0,0.4093993465694898,0.125,0.0,0.1756683007722378,0.0,1.0,0.0,1.0
0.5,0.685850716260367,0.0,0.0,0.0312299201372867,0.0,0.0,1.0,1.0
0.5,0.4470972606182458,0.125,0.0,0.0507486202230909,0.0,0.0,1.0,0.0
1.0,0.4345312892686604,0.0,0.0,0.0139070738111354,1.0,0.0,1.0,0.0
0.5,0.2334757476752953,0.0,0.0,0.0507486202230909,0.0,0.0,1.0,1.0
0.0,0.6355868308620256,0.0,0.1666666666666666,0.1198042196306593,1.0,0.0,0.0,0.0
1.0,0.2586076903744659,0.0,0.0,0.0314251071381447,1.0,0.0,1.0,0.0
0.5,0.8240764011058055,0.0,0.0,0.0204946350900944,1.0,0.0,1.0,0.0
0.0,0.497361146016587,0.0,0.0,0.060507970265993,1.0,0.0,0.0,0.0
0.0,0.5601910027645137,0.0,0.0,0.0518221487278101,1.0,0.0,1.0,1.0
1.0,0.22090977632571,0.0,0.0,0.0152163882128912,1.0,0.0,1.0,0.0
1.0,0.22090977632571,0.0,0.0,0.0151269925664982,1.0,0.0,1.0,0.0
1.0,0.5350590600653431,0.0,0.0,0.0125895615553437,1.0,0.0,1.0,0.0
0.0,0.0062829856747926,0.125,0.3333333333333333,0.2958058998003627,1.0,0.0,1.0,1.0
1.0,0.4093993465694898,0.125,0.1666666666666666,0.0400621319261131,1.0,0.0,1.0,0.0
1.0,0.3088715757728072,0.0,0.0,0.0141022608119935,1.0,0.0,0.0,0.0
0.5,0.3693371034166307,0.0,0.0,0.0293756436291353,1.0,0.0,0.0,0.0
0.5,0.0324202060819301,0.125,0.3333333333333333,0.081157193460767,0.0,0.0,0.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0148912066694617,0.0,1.0,0.0,0.0
0.5,0.5350590600653431,0.125,0.1666666666666666,0.051236587725236,1.0,0.0,1.0,0.0
1.0,0.2586076903744659,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.2083438049761246,0.125,0.0,0.013768881414528,1.0,0.0,1.0,0.0
0.0,0.610454888162855,0.0,0.0,0.0506104278264834,0.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,1.0
0.5,0.3214375471223925,0.125,0.1666666666666666,0.0507486202230909,0.0,0.0,1.0,0.0
0.5,0.7109826589595376,0.0,0.0,0.0204946350900944,0.0,0.0,1.0,1.0
0.5,0.0051520482533299,0.125,0.1666666666666666,0.0365975626608828,1.0,0.0,1.0,1.0
1.0,0.2334757476752953,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
0.5,0.6732847449107816,0.0,0.0,0.0273261801201258,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.125,0.1666666666666666,0.0436404952128436,0.0,0.0,0.0,0.0
1.0,0.2586076903744659,0.0,0.0,0.0154685698179998,1.0,0.0,1.0,0.0
0.5,0.1580799195777833,0.0,0.1666666666666666,0.0380614651673182,0.0,0.0,1.0,1.0
1.0,0.8115104297562202,0.0,0.0,0.0151269925664982,1.0,1.0,0.0,0.0
1.0,0.1203820055290273,0.0,0.3333333333333333,0.0471376607072171,0.0,0.0,1.0,0.0
1.0,0.3465694898215631,0.0,0.0,0.0154115752137492,0.0,0.0,1.0,1.0
0.5,0.5224930887157577,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,1.0
1.0,0.2460417190248806,0.0,0.0,0.0169080739493278,1.0,0.0,1.0,0.0
1.0,0.5224930887157577,0.0,0.0,0.0169080739493278,1.0,0.0,1.0,1.0
0.5,0.3591354611711485,0.125,0.0,0.0409892701801888,1.0,0.0,1.0,0.0
0.0,0.2586076903744659,0.25,0.3333333333333333,0.5121218935012878,0.0,0.0,0.0,1.0
0.5,0.4722292033174164,0.0,0.0,0.0253743101115454,0.0,0.0,1.0,0.0
0.0,0.497361146016587,0.0,0.0,0.0541073981338561,1.0,0.0,0.0,1.0
1.0,0.3088715757728072,0.0,0.0,0.0149318055656402,1.0,0.0,1.0,0.0
0.0,0.4847951746670017,0.125,0.1666666666666666,0.1554664461834305,0.0,0.0,1.0,1.0
0.0,0.3693371034166307,0.0,0.0,0.0518221487278101,1.0,0.0,1.0,0.0
1.0,0.4219653179190751,0.125,0.1666666666666666,0.028106928123558,1.0,0.0,1.0,0.0
1.0,0.3591354611711485,0.0,0.0,0.0185427650815139,1.0,0.0,1.0,1.0
1.0,0.3214375471223925,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.3333333333333333,0.0436404952128436,0.0,0.0,0.0,1.0
0.0,0.6984166876099522,0.0,0.0,0.0692913853046049,1.0,0.0,0.0,1.0
1.0,0.1957778336265393,0.5,0.1666666666666666,0.0774648409655354,1.0,0.0,1.0,0.0
0.5,0.3693371034166307,0.0,0.0,0.0241055946059681,0.0,1.0,0.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0154115752137492,1.0,0.0,1.0,0.0
1.0,0.0041467705453631,0.25,0.1666666666666666,0.0375896981862443,0.0,0.0,0.0,1.0
0.5,0.497361146016587,0.0,0.0,0.0307419526351416,0.0,0.0,1.0,1.0
0.0,0.2083438049761246,0.125,0.0,0.2125586439344078,0.0,0.0,0.0,1.0
0.0,0.5099271173661725,0.0,0.0,0.2625265161540666,0.0,0.0,0.0,1.0
1.0,0.6921337019351597,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.2460417190248806,0.0,0.0,0.0141104586660295,1.0,0.0,0.0,1.0
0.0,0.4470972606182458,0.0,0.3333333333333333,0.1385827706092098,0.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
0.5,0.4219653179190751,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
0.0,0.4093993465694898,0.125,0.0,0.1036442974556203,0.0,0.0,1.0,1.0
1.0,0.107816034179442,0.625,0.3333333333333333,0.0915427034024217,1.0,0.0,1.0,0.0
1.0,0.3088715757728072,0.0,0.0,0.015110792045427,1.0,1.0,0.0,0.0
1.0,0.2460417190248806,0.0,0.0,0.0185427650815139,1.0,0.0,1.0,0.0
1.0,0.4470972606182458,0.125,0.0,0.0303515786334255,1.0,0.0,1.0,0.0
1.0,0.2083438049761246,0.0,0.0,0.0169080739493278,1.0,0.0,1.0,0.0
0.0,0.7863784870570495,0.125,0.0,0.1521644676899149,0.0,0.0,1.0,1.0
0.0,0.4722292033174164,0.0,0.0,0.4440992237022602,0.0,0.0,0.0,1.0
1.0,0.0952500628298567,0.5,0.1666666666666666,0.0568482139999047,1.0,1.0,0.0,0.0
1.0,0.4093993465694898,0.0,0.0,0.0151757893167127,1.0,0.0,1.0,0.0
1.0,0.0575521487811007,0.25,0.1666666666666666,0.0375896981862443,0.0,0.0,0.0,1.0
0.0,0.610454888162855,0.125,0.1666666666666666,0.2164297877224253,1.0,0.0,0.0,0.0
1.0,0.0575521487811007,0.5,0.3333333333333333,0.0612643198943179,0.0,0.0,1.0,1.0
0.5,0.2837396330736366,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
0.5,0.3693371034166307,0.0,0.0,0.027057797993946,1.0,0.0,0.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0151269925664982,0.0,1.0,0.0,0.0
1.0,0.3214375471223925,0.125,0.3333333333333333,0.0401597254265421,1.0,0.0,1.0,0.0
0.0,0.4345312892686604,0.0,0.0,0.0518221487278101,1.0,0.0,0.0,0.0
0.0,0.3842674038703191,0.125,0.0,0.2210980752219471,0.0,0.0,0.0,1.0
0.0,0.4470972606182458,0.125,0.0,0.1539049501765661,1.0,0.0,1.0,0.0
0.0,0.7486805730082936,0.0,0.0,0.0518221487278101,1.0,0.0,1.0,1.0
0.5,0.3465694898215631,0.0,0.0,0.0263502451158356,1.0,0.0,1.0,0.0
0.0,0.0198542347323448,0.125,0.3333333333333333,0.2958058998003627,0.0,0.0,1.0,0.0
1.0,0.183211862276954,0.0,0.0,0.0156719546728939,0.0,1.0,0.0,0.0
1.0,0.3591354611711485,0.0,0.0,0.0185101688523707,1.0,0.0,1.0,1.0
0.0,0.7486805730082936,0.125,0.0,0.1468782181456766,0.0,0.0,0.0,1.0
1.0,0.2963056044232219,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.3591354611711485,0.0,0.0,0.0154115752137492,1.0,0.0,0.0,1.0
1.0,0.5978889168132697,0.125,0.5,0.0670955315449519,0.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0141104586660295,1.0,0.0,0.0,0.0
1.0,0.0072882633827594,0.125,0.3333333333333333,0.0401597254265421,1.0,0.0,1.0,1.0
1.0,0.2711736617240512,0.0,0.0,0.0205272313192377,0.0,0.0,1.0,0.0
0.5,0.3591354611711485,0.0,0.0,0.0204946350900944,1.0,0.0,1.0,0.0
1.0,0.3591354611711485,0.0,0.6666666666666666,0.0411356604308323,0.0,0.0,1.0,0.0
1.0,0.0449861774315154,0.0,0.1666666666666666,0.0261876543441209,0.0,0.0,0.0,1.0
0.5,0.2334757476752953,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
0.5,0.4093993465694898,0.125,0.3333333333333333,0.0541643927381066,0.0,0.0,1.0,1.0
1.0,0.0198542347323448,0.5,0.3333333333333333,0.0610447345183526,0.0,0.0,1.0,0.0
0.0,0.4470972606182458,0.0,0.0,0.0515049698514158,1.0,0.0,1.0,1.0
0.0,0.2334757476752953,0.375,0.3333333333333333,0.5133418122566507,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.125,0.0,0.0389724029003226,1.0,0.0,1.0,1.0
0.5,0.4470972606182458,0.125,0.3333333333333333,0.0541643927381066,1.0,0.0,1.0,1.0
0.5,0.3465694898215631,0.125,0.0,0.0507486202230909,0.0,0.0,1.0,1.0
1.0,0.5099271173661725,0.0,0.0,0.0139070738111354,1.0,0.0,1.0,0.0
0.5,0.3842674038703191,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,1.0
0.5,0.3088715757728072,0.125,0.0,0.0507486202230909,1.0,0.0,1.0,0.0
0.0,0.3693371034166307,0.0,0.0,0.0692913853046049,1.0,0.0,1.0,1.0
0.5,0.3842674038703191,0.125,0.1666666666666666,0.0722273881715115,1.0,0.0,0.0,0.0
0.0,0.610454888162855,0.125,0.0,0.1739198156185515,1.0,0.0,0.0,1.0
1.0,0.22090977632571,0.0,0.1666666666666666,0.0182499845802269,0.0,0.0,1.0,1.0
0.0,0.1706458909273686,0.125,0.3333333333333333,0.2342244010296504,0.0,0.0,1.0,1.0
1.0,0.5224930887157577,0.0,0.0,0.0147366185647821,1.0,0.0,1.0,0.0
0.0,0.1957778336265393,0.0,0.1666666666666666,0.0769036783380685,0.0,0.0,1.0,1.0
1.0,0.0952500628298567,0.375,0.1666666666666666,0.0411356604308323,0.0,0.0,1.0,0.0
0.0,0.2083438049761246,0.125,0.0,0.1112565904890839,0.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.0154115752137492,1.0,0.0,0.0,0.0
1.0,0.3842674038703191,0.0,0.0,0.0169486728455063,0.0,0.0,1.0,1.0
0.0,0.4847951746670017,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0154115752137492,1.0,0.0,1.0,0.0
0.5,0.0952500628298567,0.125,0.1666666666666666,0.0717312228153304,1.0,0.0,1.0,1.0
1.0,0.0072882633827594,0.625,0.3333333333333333,0.0915427034024217,1.0,0.0,1.0,0.0
1.0,0.3340035184719778,0.125,0.0,0.0282127194780231,1.0,0.0,0.0,0.0
0.0,0.3693371034166307,0.0,0.0,0.097593500429021,1.0,0.0,1.0,0.0
1.0,0.4470972606182458,0.125,0.0,0.0339625381492993,0.0,0.0,1.0,1.0
0.5,0.3717014325207338,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0151269925664982,0.0,1.0,0.0,0.0
0.5,0.5224930887157577,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
1.0,0.0072882633827594,0.125,0.1666666666666666,0.0217307543665283,0.0,0.0,1.0,0.0
0.0,0.6355868308620256,0.125,0.0,0.1521644676899149,0.0,0.0,1.0,1.0
0.0,0.4470972606182458,0.125,0.3333333333333333,0.2342244010296504,1.0,0.0,1.0,1.0
0.0,0.3693371034166307,0.0,0.0,0.0541073981338561,1.0,0.0,0.0,0.0
1.0,0.3693371034166307,0.125,0.1666666666666666,0.0297578197768153,1.0,0.0,0.0,1.0
0.0,0.7612465443578789,0.0,0.0,0.065387645287444,1.0,0.0,1.0,0.0
0.5,0.2586076903744659,0.25,0.0,0.1434624456306609,1.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.375,0.3333333333333333,0.5133418122566507,0.0,0.0,1.0,1.0
0.0,0.5664739884393064,0.0,0.0,0.0556282952445419,1.0,0.0,1.0,0.0
0.0,0.3340035184719778,0.0,0.0,0.1497654242623688,1.0,0.0,0.0,0.0
0.5,0.4847951746670017,0.0,0.0,0.0507486202230909,1.0,0.0,1.0,1.0
1.0,0.2711736617240512,0.125,0.0,0.014151057562208,1.0,0.0,1.0,0.0
0.0,0.6230208595124404,0.25,0.0,0.2608674266467732,1.0,0.0,1.0,1.0
1.0,0.2963056044232219,0.125,0.0,0.0309371396359996,0.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.014151057562208,1.0,0.0,1.0,0.0
1.0,0.145513948228198,0.125,0.0,0.0219423370754585,1.0,0.0,0.0,1.0
1.0,0.3591354611711485,0.0,0.0,0.0153709763175708,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,1.0,0.3333333333333333,0.1357525590967682,1.0,0.0,1.0,0.0
1.0,0.1580799195777833,0.0,0.0,0.0141104586660295,0.0,0.0,0.0,1.0
1.0,0.5601910027645137,0.0,0.1666666666666666,0.0282127194780231,0.0,0.0,0.0,1.0
1.0,0.22090977632571,0.0,0.0,0.0151757893167127,1.0,0.0,1.0,0.0
0.5,0.7486805730082936,0.125,0.1666666666666666,0.0761229303346364,1.0,0.0,1.0,1.0
0.5,0.3088715757728072,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
1.0,0.2460417190248806,0.0,0.0,0.0154685698179998,1.0,0.0,1.0,1.0
1.0,0.4470972606182458,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,0.4847951746670017,0.0,0.0,0.0471376607072171,1.0,0.0,1.0,0.0
0.0,0.3214375471223925,0.0,0.0,0.1539049501765661,0.0,0.0,1.0,1.0
1.0,0.3591354611711485,0.0,0.3333333333333333,0.0297578197768153,0.0,0.0,0.0,1.0
1.0,0.3693371034166307,0.0,0.3333333333333333,0.0151269925664982,0.0,1.0,0.0,0.0
1.0,0.22090977632571,0.0,0.0,0.0151757893167127,0.0,0.0,1.0,0.0
1.0,0.2460417190248806,0.0,0.0,0.0137606835604919,1.0,0.0,1.0,0.0
0.0,0.2334757476752953,0.125,0.0,0.1777747588854978,0.0,0.0,0.0,1.0
0.0,0.3842674038703191,0.125,0.0,0.1014972404461818,1.0,0.0,1.0,0.0
1.0,0.3693371034166307,0.0,0.0,0.0141104586660295,1.0,0.0,0.0,0.0
0.0,0.723548630309123,0.0,0.1666666666666666,0.2995388511917728,0.0,0.0,1.0,1.0
1.0,0.4345312892686604,0.125,0.1666666666666666,0.0395253676737535,0.0,0.0,1.0,1.0
0.0,0.3693371034166307,0.0,0.0,0.0507486202230909,1.0,0.0,1.0,0.0
0.0,0.648152802211611,0.0,0.0,0.0595320352617028,1.0,0.0,1.0,1.0
1.0,0.3214375471223925,0.0,0.0,0.1102724576307577,1.0,0.0,1.0,1.0
0.0,0.2963056044232219,0.0,0.0,0.0966257632787668,0.0,0.0,0.0,1.0
0.5,0.2334757476752953,0.0,0.0,0.0204946350900944,1.0,0.0,1.0,0.0
1.0,0.3717014325207338,0.125,0.1666666666666666,0.0471376607072171,0.0,0.0,1.0,0.0
1.0,0.0072882633827594,0.5,0.1666666666666666,0.0774648409655354,1.0,0.0,1.0,0.0
1.0,0.4345312892686604,0.0,0.0,0.0157125535690723,1.0,0.0,1.0,0.0
1.0,0.2711736617240512,0.0,0.0,0.0141022608119935,1.0,0.0,0.0,1.0
0.5,0.2837396330736366,0.0,0.0,0.0253743101115454,1.0,0.0,1.0,0.0
0.0,0.5978889168132697,0.0,0.0,0.0506104278264834,0.0,0.0,1.0,1.0
1.0,0.3340035184719778,0.0,0.1666666666666666,0.0243495783570407,0.0,0.0,1.0,1.0
1.0,0.3693371034166307,0.0,0.0,0.015102594191391,0.0,1.0,0.0,1.0
